"index_col","Company","TypeName","Inches","screen_size","resolution_width","resolution_height","ips_panel","touchscreen","cpu_brand","cpu_name","cpu_speed","Ram","memory_type","primary_storage","secondary_storage","gpu_brand","OpSys","Weight","price","ppi"
751,"Dell","Gaming",15.6,"medium",3840,2160,0,0,"Intel","Core i7",2.8,16,"SSD","512","0","Nvidia","windows",2.62,89457,282
752,"Lenovo","Notebook",35.6,"large",1366,768,0,0,"AMD","E-Series E2-9000",2.2,4,"SSD","128","0","AMD","windows",2.2,18595,44
753,"Asus","Gaming",17.3,"large",1920,1080,1,0,"Intel","Core i7",2.7,32,"SSD","256","256","Nvidia","windows",3.58,68145,127
754,"Lenovo","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.5,4,"HDD","1024","0","Nvidia","windows",2.4,32448,141
755,"Dell","2 in 1 Convertible",13.3,"small",1920,1080,0,1,"Intel","Core i7",1.3,16,"SSD","256","0","Intel","windows",1.22,87859,166
756,"HP","Netbook",12.5,"small",1366,768,0,0,"Intel","Core i5",2.6,8,"SSD","256","0","Intel","windows",1.26,74006,125
757,"Lenovo","Ultrabook",14.0,"medium",1920,1080,1,0,"Intel","Core i7",2.7,8,"Flash Storage","256","0","Intel","windows",1.13,109171,157
758,"Lenovo","Notebook",15.6,"medium",1920,1080,1,0,"Intel","Core i5",2.5,8,"SSD","512","0","Intel","windows",1.95,104588,141
759,"HP","Gaming",17.3,"large",1920,1080,1,0,"Intel","Core i7",2.8,12,"HDD","1024","0","AMD","windows",3.74,93187,127
760,"LG","Ultrabook",15.6,"medium",1920,1080,1,1,"Intel","Core i7",2.7,16,"SSD","512","0","Intel","windows",1.08,111835,141
761,"MSI","Gaming",17.3,"large",1920,1080,0,0,"Intel","Core i7",2.8,16,"Hybrid","512","1024","Nvidia","windows",2.9,128671,127
762,"Samsung","Ultrabook",13.3,"small",1920,1080,0,0,"Intel","Core i5",2.5,8,"SSD","256","0","Intel","windows",0.81,79867,166
763,"HP","Netbook",12.5,"small",1920,1080,0,0,"Intel","Core i7",2.7,8,"SSD","512","0","Intel","windows",1.26,79014,176
764,"Dell","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.7,8,"HDD","1024","0","Nvidia","windows",1.98,51202,141
765,"Lenovo","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.3,8,"SSD","256","0","Intel","windows",2.3,71875,141
766,"Acer","Notebook",15.6,"medium",1920,1080,1,0,"Intel","Celeron Dual",1.5,4,"Flash Storage","16","0","Intel","other",2.2,19128,141
767,"Dell","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.5,8,"SSD","256","0","AMD","windows",2.18,42081,141
768,"Lenovo","Notebook",15.6,"medium",1920,1080,1,0,"Intel","Core i5",2.3,8,"Hybrid","128","1024","Nvidia","windows",2.6,42038,141
769,"Asus","Notebook",13.3,"small",3200,1800,0,0,"Intel","Core i5",2.5,8,"SSD","256","0","Intel","windows",1.4,61272,276
770,"Lenovo","Ultrabook",14.0,"medium",1920,1080,0,0,"Intel","Core i7",2.7,8,"SSD","256","0","Intel","windows",1.32,99048,157
771,"LG","Ultrabook",14.0,"medium",1920,1080,1,1,"Intel","Core i7",2.7,8,"SSD","512","0","Intel","windows",0.98,101179,157
772,"Razer","Ultrabook",12.5,"small",3840,2160,1,1,"Intel","Core i7",2.5,16,"SSD","512","0","Intel","windows",1.29,95851,352
773,"HP","Ultrabook",13.3,"small",1920,1080,1,1,"Intel","Core i7",2.7,8,"SSD","256","0","Intel","windows",1.11,71875,166
774,"HP","2 in 1 Convertible",14.0,"medium",1920,1080,1,1,"Intel","Core i3",2.4,4,"SSD","128","0","Nvidia","windows",1.63,37243,157
775,"HP","Netbook",11.6,"small",1366,768,0,0,"Intel","Celeron Dual",1.6,4,"Flash Storage","16","0","Intel","other",1.23,20513,135
776,"Dell","Notebook",14.0,"medium",1920,1080,0,0,"Intel","Core i5",2.8,8,"SSD","256","0","Intel","windows",1.6,64202,157
777,"Acer","Notebook",15.6,"medium",1366,768,0,0,"Intel","Pentium Quad",1.1,4,"HDD","500","0","Intel","windows",2.4,20246,100
778,"Dell","Gaming",17.3,"large",1920,1080,1,0,"Intel","Core i7",2.8,16,"Hybrid","128","1024","Nvidia","windows",4.36,133467,127
779,"HP","Ultrabook",12.5,"small",3840,2160,0,1,"Intel","Core M",1.2,8,"SSD","240","0","Intel","windows",1.09,165168,352
780,"Asus","Gaming",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.8,16,"Hybrid","256","1024","Nvidia","windows",2.5,95851,141
781,"Dell","Notebook",14.0,"medium",1366,768,0,0,"Intel","Core i5",2.3,4,"HDD","500","0","Intel","windows",1.76,40226,112
782,"Lenovo","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i3",2.0,4,"HDD","500","0","Intel","windows",2.1,26102,100
783,"MSI","Gaming",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.8,16,"Hybrid","256","1024","Nvidia","windows",2.4,68944,141
784,"HP","Ultrabook",14.0,"medium",1920,1080,0,0,"Intel","Core i7",2.7,8,"SSD","512","0","Intel","windows",1.48,111302,157
785,"Lenovo","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.7,6,"SSD","256","0","Nvidia","windows",2.2,42038,141
786,"Toshiba","Ultrabook",14.0,"medium",1366,768,0,0,"Intel","Core i5",2.5,4,"SSD","128","0","Intel","windows",1.25,58075,112
787,"Lenovo","Ultrabook",14.0,"medium",1920,1080,1,0,"Intel","Core i7",2.7,8,"SSD","512","0","Intel","windows",1.13,133147,157
788,"Acer","Gaming",15.6,"medium",1920,1080,1,0,"Intel","Core i7",2.8,8,"Hybrid","128","1024","Nvidia","windows",2.7,67133,141
789,"HP","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.7,8,"SSD","256","0","Nvidia","windows",2.04,54292,141
790,"HP","Notebook",13.3,"small",1920,1080,1,0,"Intel","Core i5",2.5,8,"SSD","256","0","Intel","windows",1.34,63350,166
791,"Asus","Ultrabook",14.0,"medium",1920,1080,0,0,"Intel","Core i5",2.5,8,"SSD","256","0","Intel","windows",1.1,60473,157
792,"Acer","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i3",2.4,4,"HDD","1024","0","Intel","windows",2.4,26587,141
793,"Dell","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i3",2.4,4,"SSD","128","0","Intel","windows",2.18,29144,100
794,"HP","2 in 1 Convertible",11.6,"small",1366,768,0,1,"Intel","Celeron Dual",1.1,8,"Flash Storage","64","0","Intel","other",1.4,26374,135
795,"Lenovo","Notebook",13.3,"small",1920,1080,0,0,"Intel","Core i5",2.5,4,"SSD","128","0","Intel","windows",1.44,46940,166
796,"HP","Notebook",14.0,"medium",1366,768,0,0,"Intel","Core i5",2.5,4,"HDD","500","0","Intel","windows",1.64,41505,112
797,"LG","Ultrabook",15.6,"medium",1920,1080,1,0,"Intel","Core i7",1.8,8,"SSD","512","0","Intel","windows",1.09,122491,141
798,"HP","Notebook",13.3,"small",1920,1080,0,0,"Intel","Core i5",2.5,8,"SSD","256","0","Intel","windows",1.49,51149,166
799,"Toshiba","Notebook",13.3,"small",1920,1080,0,0,"Intel","Core i5",2.3,4,"SSD","128","0","Intel","windows",1.2,63670,166
800,"Acer","Gaming",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.5,16,"SSD","256","0","Nvidia","windows",2.5,69211,141
801,"MSI","Gaming",17.3,"large",1920,1080,0,0,"Intel","Core i7",2.8,16,"Hybrid","256","1024","Nvidia","windows",2.7,85195,127
802,"HP","Notebook",14.0,"medium",1366,768,0,0,"Intel","Core i5",2.4,4,"SSD","256","0","Intel","windows",1.48,58607,112
803,"MSI","Gaming",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.5,8,"SSD","256","0","Nvidia","windows",2.2,53168,141
804,"Dell","Gaming",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.8,16,"Hybrid","128","1024","Nvidia","windows",2.6,71875,141
805,"HP","Notebook",14.0,"medium",1920,1080,0,0,"Intel","Core i5",2.5,4,"SSD","256","0","Intel","windows",1.95,64202,157
806,"MSI","Gaming",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.5,8,"Hybrid","128","1024","Nvidia","windows",2.2,59669,141
807,"HP","Ultrabook",14.0,"medium",1920,1080,0,0,"Intel","Core i7",2.6,8,"SSD","256","0","Intel","windows",1.43,77203,157
808,"Asus","Notebook",15.6,"medium",1366,768,0,0,"Intel","Celeron Dual",1.1,4,"SSD","128","0","Intel","windows",1.86,22324,100
809,"Dell","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i5",2.5,4,"HDD","1024","0","AMD","windows",2.18,36496,100
810,"HP","Notebook",14.0,"medium",1920,1080,0,0,"Intel","Core i5",2.5,8,"SSD","256","0","Nvidia","windows",1.64,55905,157
811,"MSI","Gaming",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.5,8,"SSD","256","0","Nvidia","windows",2.4,63883,141
812,"HP","Ultrabook",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.5,8,"SSD","256","0","AMD","windows",1.84,69104,141
813,"HP","Notebook",14.0,"medium",1366,768,0,0,"Intel","Core i3",2.4,4,"HDD","500","0","Intel","windows",1.64,36444,112
814,"Dell","Gaming",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.5,16,"Hybrid","128","1024","Nvidia","windows",3.21,109277,141
815,"Lenovo","Ultrabook",14.0,"medium",1920,1080,1,0,"Intel","Core i5",2.5,8,"Flash Storage","256","0","Intel","windows",1.13,99900,157
816,"Lenovo","2 in 1 Convertible",13.3,"small",1920,1080,1,1,"Intel","Core i5",2.5,8,"SSD","512","0","Intel","windows",1.37,97236,166
817,"Dell","Gaming",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.5,8,"Hybrid","1024","0","Nvidia","windows",2.65,50563,141
818,"HP","Notebook",17.3,"large",1920,1080,1,0,"Intel","Core i3",2.0,4,"SSD","256","0","AMD","windows",2.5,37243,127
819,"Toshiba","Notebook",14.0,"medium",1366,768,0,0,"Intel","Pentium Dual",2.1,4,"SSD","128","0","Intel","windows",1.75,26587,112
820,"Dell","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i5",2.3,4,"HDD","500","0","Intel","windows",1.95,38889,100
821,"HP","Ultrabook",12.5,"small",1920,1080,0,0,"Intel","Core i5",2.5,4,"HDD","500","0","Intel","windows",1.26,81998,176
822,"Lenovo","2 in 1 Convertible",13.3,"small",1920,1080,1,1,"Intel","Core i7",1.8,8,"SSD","512","0","Intel","windows",1.19,79867,166
823,"Asus","2 in 1 Convertible",13.3,"small",1920,1080,0,1,"Intel","Core i5",2.5,8,"SSD","256","0","Intel","windows",1.1,72354,166
824,"HP","Notebook",14.0,"medium",1920,1080,0,0,"Intel","Core i5",2.5,4,"SSD","256","0","Intel","windows",1.48,84715,157
825,"Dell","Gaming",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.9,16,"Hybrid","256","1024","Nvidia","windows",3.49,149917,141
826,"HP","Ultrabook",14.0,"medium",1920,1080,0,0,"Intel","Core i7",2.5,8,"SSD","256","0","Intel","windows",1.54,100551,157
827,"Dell","Notebook",14.0,"medium",1366,768,0,0,"Intel","Core i3",2.0,4,"HDD","500","0","Intel","windows",1.76,31169,112
828,"HP","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i5",2.5,4,"HDD","500","0","AMD","windows",1.86,32640,100
829,"HP","Notebook",13.3,"small",1366,768,0,0,"Intel","Core i3",2.4,4,"HDD","500","0","Intel","windows",1.49,42624,118
830,"Acer","Netbook",11.6,"small",1366,768,1,0,"Intel","Celeron Dual",1.6,4,"Flash Storage","32","0","Intel","other",1.35,18914,135
831,"Toshiba","Notebook",13.3,"small",1366,768,0,0,"Intel","Core i5",2.3,8,"SSD","256","0","Intel","windows",1.5,64469,118
832,"HP","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i3",2.4,4,"SSD","256","0","Intel","windows",2.04,41025,100
833,"Acer","Notebook",14.0,"medium",1920,1080,1,0,"Intel","Core i3",2.4,8,"SSD","128","0","Intel","windows",1.5,32980,157
834,"Razer","Gaming",17.3,"large",3840,2160,0,1,"Intel","Core i7",2.9,32,"SSD","512","0","Nvidia","windows",3.49,292987,255
835,"Lenovo","Notebook",17.3,"large",3840,2160,1,0,"Intel","Core i7",2.7,16,"SSD","512","0","Nvidia","windows",2.4,158135,255
836,"Dell","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i3",2.0,4,"HDD","1024","0","AMD","windows",2.2,29073,100
837,"Lenovo","Ultrabook",14.0,"medium",2560,1440,1,0,"Intel","Core i7",2.6,16,"SSD","512","0","Intel","windows",1.1,111835,210
838,"Toshiba","Notebook",14.0,"medium",1920,1080,1,0,"Intel","Core i5",2.3,8,"SSD","256","0","Intel","windows",1.47,79387,157
839,"Asus","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.5,4,"HDD","1024","0","Nvidia","linux",2.1,27652,141
840,"HP","Notebook",14.0,"medium",1920,1080,0,0,"Intel","Core i7",2.5,8,"SSD","256","0","Intel","windows",1.43,118761,157
841,"Lenovo","Notebook",14.0,"medium",1920,1080,0,0,"Intel","Core i5",2.3,8,"SSD","256","0","Intel","windows",1.7,63190,157
842,"HP","Notebook",17.3,"large",1920,1080,1,0,"AMD","A10-Series 9600P",2.4,6,"HDD","2048","0","AMD","windows",2.65,30316,127
843,"Dell","2 in 1 Convertible",15.6,"medium",1920,1080,1,1,"Intel","Core i3",2.3,4,"HDD","1024","0","Intel","windows",2.08,42410,141
844,"Lenovo","Notebook",14.0,"medium",1920,1080,1,0,"Intel","Core i5",2.6,8,"SSD","256","0","Intel","windows",1.32,87912,157
845,"Lenovo","Notebook",15.6,"medium",1366,768,0,0,"Intel","Celeron Dual",1.6,4,"HDD","500","0","Intel","windows",2.1,16943,100
846,"Toshiba","Ultrabook",13.3,"small",1920,1080,0,0,"Intel","Core i5",2.3,8,"SSD","256","0","Intel","windows",1.2,84715,166
847,"Dell","Gaming",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.8,16,"Hybrid","256","1024","Nvidia","windows",3.21,147832,141
848,"HP","Notebook",13.3,"small",1920,1080,1,0,"Intel","Core i5",2.5,8,"SSD","256","0","Intel","windows",1.11,61219,166
849,"Acer","Notebook",14.0,"medium",1366,768,0,0,"Intel","Celeron Dual",1.6,4,"Flash Storage","32","0","Intel","other",1.45,19980,112
850,"Asus","Gaming",17.3,"large",1920,1080,0,0,"Intel","Core i7",2.8,16,"Hybrid","256","1024","Nvidia","windows",2.9,128884,127
851,"HP","Notebook",14.0,"medium",1920,1080,0,0,"Intel","Core i7",2.7,8,"SSD","256","0","Nvidia","windows",1.64,63160,157
852,"Lenovo","Notebook",14.0,"medium",1920,1080,0,0,"Intel","Core i5",2.5,4,"SSD","256","0","Intel","windows",1.7,37243,157
853,"Toshiba","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i3",2.4,4,"HDD","500","0","Intel","windows",2.0,35644,100
854,"Dell","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.4,8,"HDD","500","0","Intel","windows",2.09,55754,141
855,"Lenovo","Ultrabook",12.5,"small",1920,1080,1,0,"Intel","Core i7",2.7,8,"SSD","256","0","Intel","windows",1.36,87912,176
856,"Lenovo","Notebook",14.0,"medium",1366,768,0,0,"Intel","Celeron Quad",1.6,4,"Flash Storage","16","0","Intel","other",1.5,17316,112
857,"HP","Ultrabook",12.5,"small",1366,768,0,0,"Intel","Core i5",2.5,4,"SSD","256","0","Intel","windows",1.26,83064,125
858,"Asus","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.5,8,"HDD","128","0","Intel","windows",2.3,31435,141
859,"HP","Notebook",14.0,"medium",1366,768,0,0,"Intel","Core i5",2.5,4,"HDD","500","0","Intel","windows",2.31,63350,112
860,"HP","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.3,8,"SSD","256","0","Intel","windows",2.31,62071,141
861,"Asus","Gaming",17.3,"large",1920,1080,0,0,"Intel","Core i7",2.6,16,"Hybrid","512","1024","Nvidia","windows",2.73,95851,127
862,"HP","Workstation",17.3,"large",1920,1080,0,0,"Intel","Core i7",2.8,8,"HDD","500","0","Nvidia","windows",3.14,101658,127
863,"HP","Notebook",14.0,"medium",1366,768,0,0,"Intel","Core i5",2.5,4,"HDD","500","0","Intel","windows",1.95,56477,112
864,"Dell","Gaming",17.3,"large",1920,1080,1,0,"Intel","Core i7",2.8,32,"Hybrid","512","1024","Nvidia","windows",4.42,163724,127
865,"Dell","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i5",2.5,4,"HDD","1024","0","Intel","windows",2.18,37725,100
866,"Lenovo","2 in 1 Convertible",14.0,"medium",2560,1440,0,1,"Intel","Core i7",2.7,8,"SSD","256","0","Intel","windows",1.42,137995,210
867,"Dell","Ultrabook",13.3,"small",3200,1800,0,1,"Intel","Core i5",2.5,8,"SSD","256","0","Intel","windows",1.29,86527,276
868,"HP","Notebook",17.3,"large",1600,900,0,0,"Intel","Core i5",2.5,8,"HDD","1024","0","Nvidia","windows",2.63,48485,106
869,"Dell","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i5",2.5,8,"SSD","128","0","Intel","windows",2.18,38041,100
870,"HP","Notebook",14.0,"medium",1366,768,0,0,"Intel","Core i5",2.3,4,"HDD","500","0","Intel","windows",1.95,61219,112
871,"HP","Ultrabook",14.0,"medium",1920,1080,0,0,"Intel","Core i7",2.5,8,"SSD","512","0","Intel","windows",1.54,99634,157
872,"Lenovo","Notebook",15.6,"medium",1366,768,0,0,"Intel","Pentium Quad",1.1,4,"HDD","1024","0","Intel","windows",2.2,16464,100
873,"Dell","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.7,4,"SSD","256","0","AMD","windows",2.18,39374,141
874,"Toshiba","Notebook",13.3,"small",1920,1080,1,0,"Intel","Core i5",2.5,8,"SSD","256","0","Intel","windows",1.5,51841,166
875,"HP","2 in 1 Convertible",11.6,"small",1366,768,0,1,"Intel","Celeron Dual",1.1,4,"Flash Storage","32","0","Intel","other",1.4,32767,135
876,"Acer","Netbook",11.6,"small",1366,768,0,0,"Intel","Celeron Dual",1.6,4,"Flash Storage","32","0","Intel","windows",1.4,14332,135
877,"HP","Ultrabook",12.5,"small",1920,1080,0,0,"Intel","Core i5",2.3,4,"HDD","500","0","Intel","windows",1.26,84129,176
878,"HP","Notebook",17.3,"large",1920,1080,0,0,"Intel","Core i5",2.5,8,"SSD","256","0","Nvidia","windows",2.63,57542,127
879,"Asus","Ultrabook",13.3,"small",1920,1080,1,0,"Intel","Core i5",2.3,8,"SSD","512","0","Nvidia","windows",1.45,54665,166
880,"HP","Notebook",14.0,"medium",1366,768,0,0,"Intel","Core i5",2.5,4,"SSD","256","0","Intel","windows",1.64,51841,112
881,"HP","2 in 1 Convertible",13.3,"small",1920,1080,0,1,"Intel","Core i5",2.5,8,"SSD","256","0","Intel","windows",1.28,121319,166
882,"HP","Notebook",15.6,"medium",1366,768,0,0,"Intel","Celeron Dual",1.6,4,"HDD","1024","0","Intel","N/A",1.86,15393,100
883,"HP","Ultrabook",14.0,"medium",1920,1080,0,0,"Intel","Core i7",2.5,8,"SSD","512","0","Intel","windows",1.54,78215,157
884,"Lenovo","2 in 1 Convertible",13.3,"small",3200,1800,1,1,"Intel","Core i7",2.2,16,"SSD","1024","0","Intel","windows",1.3,95851,276
885,"HP","Notebook",15.6,"medium",1366,768,0,0,"Intel","Celeron Dual",1.6,4,"SSD","128","0","Intel","N/A",1.86,15931,100
886,"Toshiba","Notebook",14.0,"medium",1920,1080,1,0,"Intel","Core i5",2.3,4,"SSD","128","0","Intel","windows",1.47,58874,157
887,"Asus","Gaming",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.8,16,"Hybrid","128","1024","Nvidia","windows",2.1,101179,141
888,"Dell","Notebook",17.3,"large",1920,1080,0,0,"Intel","Core i7",2.7,8,"HDD","1024","0","AMD","linux",2.83,46087,127
889,"HP","Netbook",12.5,"small",1920,1080,0,0,"Intel","Core i5",2.3,8,"SSD","256","0","Intel","windows",1.26,88924,176
890,"Dell","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i3",2.0,4,"HDD","1024","0","Intel","windows",2.18,29762,100
891,"MSI","Gaming",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.8,8,"Hybrid","128","1024","Nvidia","windows",2.2,63883,141
892,"Lenovo","Ultrabook",14.0,"medium",1920,1080,1,0,"Intel","Core i7",2.8,8,"SSD","256","0","Nvidia","windows",1.96,101392,157
893,"Dell","Gaming",17.3,"large",2560,1440,0,0,"Intel","Core i7",2.7,16,"Hybrid","512","1024","Nvidia","windows",4.36,146946,170
894,"Asus","Notebook",15.6,"medium",1920,1080,1,0,"Intel","Core i7",2.7,8,"SSD","256","0","Nvidia","windows",2.3,41931,141
895,"HP","Gaming",17.3,"large",1920,1080,1,0,"Intel","Core i5",2.3,8,"Hybrid","128","1024","Nvidia","windows",2.75,74539,127
896,"Lenovo","2 in 1 Convertible",14.0,"medium",1920,1080,0,1,"Intel","Core i7",2.7,16,"SSD","512","0","Intel","windows",1.38,93187,157
897,"Dell","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.5,8,"SSD","128","0","Intel","windows",1.9,50350,141
898,"Asus","Notebook",17.3,"large",1600,900,0,0,"Intel","Pentium Quad",1.6,4,"HDD","1024","0","Nvidia","windows",2.8,28238,106
899,"Asus","Notebook",15.6,"medium",1366,768,0,0,"Intel","Pentium Quad",1.1,4,"HDD","1024","0","Intel","windows",2.0,23923,100
900,"Asus","2 in 1 Convertible",12.5,"small",1920,1080,0,1,"Intel","Core M",0.9,4,"Flash Storage","64","0","Intel","other",1.2,35644,176
901,"HP","2 in 1 Convertible",13.3,"small",1920,1080,0,1,"Intel","Core i7",2.8,8,"SSD","256","0","Intel","windows",1.28,136344,166
902,"Acer","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i5",2.5,4,"HDD","500","0","Intel","windows",2.23,32980,100
903,"Acer","Notebook",15.6,"medium",1366,768,0,0,"AMD","A9-Series 9420",3.0,6,"HDD","1024","0","AMD","windows",2.1,21792,100
904,"Dell","Notebook",13.3,"small",1920,1080,0,1,"Intel","Core i5",2.3,8,"HDD","1024","0","Intel","windows",1.62,34579,166
905,"MSI","Gaming",17.3,"large",1920,1080,0,0,"Intel","Core i7",2.8,8,"Hybrid","128","1024","Nvidia","windows",2.7,63499,127
906,"Toshiba","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i5",2.3,8,"SSD","256","0","Intel","windows",2.2,59620,100
907,"HP","Notebook",14.0,"medium",1920,1080,0,0,"Intel","Core i5",2.3,8,"SSD","256","0","Intel","windows",1.95,63670,157
908,"Lenovo","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i3",2.0,4,"HDD","1024","0","Intel","N/A",2.2,24988,141
909,"HP","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.5,8,"SSD","256","0","Intel","windows",1.84,65481,141
910,"Lenovo","2 in 1 Convertible",11.3,"small",1920,1080,1,1,"Intel","Core M",1.2,8,"SSD","256","0","Intel","windows",1.1,69211,195
911,"Lenovo","Notebook",15.6,"medium",1920,1080,1,0,"Intel","Core i5",2.5,8,"HDD","1024","0","Intel","windows",2.3,45323,141
912,"HP","Ultrabook",12.5,"small",1920,1080,0,0,"Intel","Core i7",2.5,8,"SSD","256","0","Intel","windows",1.26,71875,176
913,"HP","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.6,8,"SSD","256","0","AMD","windows",1.84,71875,141
914,"HP","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i5",2.5,4,"HDD","500","0","Intel","windows",2.04,39534,100
915,"Lenovo","Gaming",15.6,"medium",1920,1080,1,0,"AMD","FX 8800P",2.1,16,"Hybrid","512","1024","AMD","windows",2.5,53227,141
916,"Toshiba","Notebook",13.3,"small",1920,1080,0,0,"Intel","Core i5",2.5,4,"SSD","128","0","Intel","windows",1.05,68465,166
917,"Toshiba","Ultrabook",14.0,"medium",1920,1080,1,0,"Intel","Core i7",2.6,8,"SSD","256","0","Intel","windows",1.47,91908,157
918,"Dell","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.4,8,"SSD","256","0","Intel","windows",2.09,56634,141
919,"Dell","Ultrabook",12.5,"small",1920,1080,0,1,"Intel","Core i5",2.5,8,"SSD","256","0","Intel","windows",1.36,78439,176
920,"HP","Notebook",14.0,"medium",1920,1080,0,0,"Intel","Core i5",2.5,8,"SSD","256","0","Intel","windows",1.64,53840,157
921,"Lenovo","Gaming",15.6,"medium",1920,1080,1,0,"Intel","Core i5",2.5,8,"HDD","1024","0","Nvidia","N/A",2.5,54186,141
922,"Dell","Ultrabook",13.3,"small",3200,1800,0,1,"Intel","Core i7",2.5,16,"SSD","512","0","Intel","windows",1.29,119347,276
923,"Lenovo","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.7,8,"HDD","1024","0","Nvidia","N/A",2.2,36497,141
924,"Lenovo","2 in 1 Convertible",15.6,"medium",1920,1080,1,1,"Intel","Core i7",2.5,4,"SSD","256","0","Intel","windows",1.8,45128,141
925,"Vero","Notebook",14.0,"medium",1366,768,0,0,"Intel","Atom X5-Z8350",1.4,2,"Flash Storage","32","0","Intel","windows",1.45,11231,112
926,"HP","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.3,4,"HDD","500","0","Intel","windows",2.07,48485,141
927,"Dell","Notebook",17.3,"large",1600,900,0,0,"Intel","Core i3",2.0,4,"HDD","1024","0","AMD","windows",2.36,35112,106
928,"Toshiba","Notebook",15.6,"medium",1920,1080,1,0,"Intel","Core i7",2.5,16,"SSD","256","0","Nvidia","windows",2.4,75924,141
929,"Toshiba","Ultrabook",13.3,"small",1366,768,0,0,"Intel","Core i5",2.3,8,"SSD","256","0","Intel","windows",1.2,58342,118
930,"Lenovo","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.3,8,"SSD","256","0","Intel","windows",2.3,55923,141
931,"Lenovo","2 in 1 Convertible",13.3,"small",1920,1080,1,1,"Intel","Core i7",2.7,8,"SSD","256","0","Intel","windows",1.37,103896,166
932,"Acer","Notebook",14.0,"medium",1366,768,0,0,"Intel","Celeron Dual",1.6,4,"Flash Storage","32","0","Intel","other",1.68,18595,112
933,"HP","Notebook",14.0,"medium",1920,1080,0,0,"Intel","Core i5",2.3,4,"HDD","500","0","Intel","windows",1.54,53280,157
934,"Acer","Notebook",14.0,"medium",1920,1080,1,0,"Intel","Core i5",2.5,8,"SSD","256","0","Intel","windows",1.56,48059,157
935,"HP","Workstation",15.6,"medium",1920,1080,1,0,"Intel","Core i7",2.7,8,"SSD","8","0","Nvidia","windows",2.0,119827,141
936,"HP","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.4,8,"Hybrid","256","500","Intel","windows",1.84,112066,141
937,"Dell","Ultrabook",14.0,"medium",1920,1080,0,0,"Intel","Core i7",2.8,8,"SSD","256","0","Intel","windows",1.36,94572,157
938,"HP","Notebook",14.0,"medium",1920,1080,0,0,"Intel","Core i5",2.3,8,"SSD","256","0","Intel","windows",1.43,78268,157
939,"Dell","Workstation",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.8,8,"HDD","1024","0","Nvidia","windows",2.23,94732,141
940,"MSI","Gaming",17.3,"large",1920,1080,1,0,"Intel","Core i7",2.7,16,"Hybrid","256","1024","Nvidia","windows",3.78,82352,127
